Linux 5.10.0-5-cloud-amd64 (lke25332-32960-608682818f2e) 	05/06/21 	_x86_64_	(1 CPU)

00:00:02    kbmemfree kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
00:05:01       794984   1238000     60.90     52580    729844   2618956    128.82    329916    797984        48
00:15:01       793672   1239312     60.96     53100    729964   2618956    128.82    330436    798172        80
00:25:01       792572   1240412     61.01     53576    730060   2618956    128.82    330916    798264        44
00:35:01       791536   1241448     61.07     54100    730176   2618956    128.82    331436    798460        48
00:45:01       791736   1241248     61.06     54536    730280   2617712    128.76    331864    797812        44
00:55:01       789612   1243372     61.16     55020    730396   2618956    128.82    332352    798728        44
01:05:01       788764   1244220     61.20     55356    730504   2618956    128.82    332688    798884        68
01:15:01       788500   1244484     61.21     55752    730628   2617712    128.76    333084    798236        44
01:25:01       786596   1246388     61.31     56196    730736   2618956    128.82    333536    799128         4
01:35:01       786900   1246084     61.29     56600    730844   2617968    128.77    333932    798504        60
01:45:01       785752   1247232     61.35     56988    730956   2617968    128.77    334320    798684        52
01:55:01       782880   1250104     61.49     57432    731060   2620456    128.90    334776    800292        44
02:05:01       783908   1249076     61.44     57904    731172   2617968    128.77    335236    798924        56
02:15:01       782840   1250144     61.49     58288    731284   2617968    128.77    335624    799104        44
02:25:01       781708   1251276     61.55     58672    731396   2617968    128.77    336004    799240        40
02:35:01       780948   1252036     61.59     58932    731512   2617968    128.77    336268    799368        40
02:45:01       779060   1253924     61.68     59340    731624   2619212    128.84    336672    800288        36
02:55:01       778236   1254748     61.72     59576    731728   2619212    128.84    336912    800368        12
03:05:01       777104   1255880     61.78     59952    731840   2620892    128.92    337352    800908        64
03:15:01       777400   1255584     61.76     60284    731952   2618224    128.79    337672    799844        52
03:25:01       776560   1256424     61.80     60612    732052   2618224    128.79    338008    799952        40
03:35:01       775744   1257240     61.84     61012    732172   2618224    128.79    338404    800116         8
03:45:01       773628   1259356     61.95     61448    732268   2619468    128.85    338840    800996        44
03:55:01       773608   1259376     61.95     61864    732380   2618224    128.79    339260    800352        60
04:05:01       772784   1260200     61.99     62160    732496   2618224    128.79    339556    800512        52
04:15:01       771748   1261236     62.04     62556    732704   2618224    128.79    339952    800728        52
04:25:01       769820   1263164     62.13     62892    732808   2619468    128.85    340288    801648        48
04:35:01       769020   1263964     62.17     63204    732924   2619468    128.85    340608    801776        60
04:45:01       766472   1266512     62.30     63540    735588   2628964    129.32    340944    803704        44
04:55:01       763820   1269164     62.43     63868    735692   2631864    129.46    341272    805164        68
05:05:01       764588   1268396     62.39     64172    735920   2628964    129.32    341572    804036        48
05:15:01       763812   1269172     62.43     64540    736032   2628964    129.32    341944    804204        44
05:25:01       762964   1270020     62.47     64888    736148   2628964    129.32    342292    804292        48
05:35:01       525136   1507848     74.17     65896    960156   2681072    131.88    349252   1027004        44
05:45:01       524312   1508672     74.21     66180    960268   2681072    131.88    349532   1027100        48
05:55:01       523212   1509772     74.26     66448    960372   2681072    131.88    349804   1027272        52
06:05:01       522396   1510588     74.30     66788    960504   2681072    131.88    350144   1027400        44
06:15:01       521880   1511104     74.33     67028    960612   2681072    131.88    350380   1027496        52
06:25:02       520504   1512480     74.40     67368    960716   2682628    131.96    350720   1028104        48
06:35:01       515676   1517308     74.63     67748    963624   2682316    131.94    352032   1030408        44
06:45:01       515876   1517108     74.62     68020    963748   2681072    131.88    352300   1029752        48
06:55:01       515084   1517900     74.66     68244    963864   2681072    131.88    408036    974416       216
07:05:01       514268   1518716     74.70     68540    963992   2681072    131.88    408396    974504        48
07:15:01       512372   1520612     74.80     68760    964092   2682316    131.94    408616    975384        44
07:25:01       511548   1521436     74.84     69040    964228   2682316    131.94    408968    975460        44
07:35:01       510960   1522024     74.87     69228    964336   2682316    131.94    409212    975516        40
07:45:01       510940   1522044     74.87     69584    964448   2681072    131.88    409568    974836        44
07:55:01       510084   1522900     74.91     69812    964548   2681072    131.88    409796    974972        48
08:05:01       509528   1523456     74.94     70088    964660   2681072    131.88    410068    975116        40
08:15:01       508492   1524492     74.99     70280    964768   2681072    131.88    410264    975256        44
08:25:01       507668   1525316     75.03     70624    964892   2681072    131.88    410604    975360        12
08:35:01       506056   1526928     75.11     70924    964992   2682316    131.94    410912    976240        44
08:45:01       506044   1526940     75.11     71184    965108   2681072    131.88    411168    975604        48
08:55:01       503416   1529568     75.24     71452    965204   2683560    132.00    411440    977268        48
09:05:01       503616   1529368     75.23     71676    965312   2682316    131.94    411660    976624        44
09:15:01       502832   1530152     75.27     71960    965420   2682316    131.94    411944    976732        52
09:25:01       502740   1530244     75.27     72148    965536   2681072    131.88    412132    976068        48
09:35:01       501136   1531848     75.35     72340    965644   2682316    131.94    412392    976928        40
09:45:01       501304   1531680     75.34     72672    965752   2681072    131.88    412720    976272        44
09:55:01       492596   1540388     75.77     73000    965856   2822316    138.83    413044    984092        32
10:05:01       499712   1533272     75.42     73288    965984   2681072    131.88    413336    976540        40
10:15:01       497760   1535224     75.52     73484    966088   2682316    131.94    413536    977428        52
10:25:01       497252   1535732     75.54     73744    966200   2682316    131.94    413860    977464        44
10:35:01       495208   1537776     75.64     73992    966316   2683560    132.00    414108    978328        48
10:45:01       496716   1536268     75.57     74204    966428   2681072    131.88    414312    976972        60
10:55:01       495836   1537148     75.61     74456    966536   2681072    131.88    414568    977052        12
11:05:01       495044   1537940     75.65     74636    966644   2681328    131.89    414744    977164        56
11:15:01       494228   1538756     75.69     74896    966756   2681328    131.89    415004    977336        48
11:25:01       491600   1541384     75.82     75132    966860   2684228    132.03    415248    978748        64
11:35:01       489736   1543248     75.91     75316    966968   2685060    132.07    415440    979808        40
11:45:01       491268   1541716     75.84     75504    967064   2682572    131.95    415616    978432        48
11:55:01       491460   1541524     75.83     75704    967184   2681584    131.90    415816    977796        76
12:05:01       490400   1542584     75.88     75924    967296   2681584    131.90    416036    977924        36
12:15:01       488820   1544164     75.96     76112    967408   2682828    131.97    416228    978768        56
12:25:01       489044   1543940     75.94     76304    967520   2681584    131.90    416420    978176        12
12:35:01       484684   1548300     76.16     76532    970180   2685372    132.09    416676    981532         4
12:45:01       483072   1549912     76.24     76736    970296   2687028    132.17    416872    982296        68
12:55:01       481208   1551776     76.33     76884    970404   2687860    132.21    417028    983324        52
13:05:01       483748   1549236     76.21     77052    970516   2684128    132.03    417192    981192         4
13:15:01       482932   1550052     76.25     77204    970632   2684128    132.03    417344    981284        16
13:25:01       481288   1551696     76.33     77396    970740   2686616    132.15    417540    982300        44
13:35:01       481544   1551440     76.31     77528    970860   2684128    132.03    417732    981496        44
13:45:01       481044   1551940     76.34     77668    970964   2684128    132.03    417864    981580        44
13:55:01       478068   1554916     76.48     77928    971084   2687028    132.17    418140    983036        68
14:05:01       477032   1555952     76.54     78076    971800   2686796    132.16    418828    983116        72
14:15:01       476144   1556840     76.58     78248    972024   2686796    132.16    419000    983328        72
14:25:01       474320   1558664     76.67     78416    972240   2688040    132.22    419176    984332        76
14:35:01       470968   1562016     76.83     78560    975084   2691828    132.41    419328    987344        60
14:45:01       470404   1562580     76.86     78720    975424   2690404    132.34    419488    987204        52
14:55:01       468692   1564292     76.95     78860    978320   2690460    132.34    419628    989244        60
15:05:01       463936   1569048     77.18     79060    978632   2695796    132.60    419840    992024        80
15:15:01       463232   1569752     77.21     79208    981388   2694428    132.54    419984    992792        52
15:25:01       462880   1570104     77.23     79384    981596   2694248    132.53    420156    992664        84
15:35:01       455260   1577724     77.61     79512    981816   2834248    139.41    420288    999868        76
15:45:01       461288   1571696     77.31     79648    982020   2694428    132.54    420424    993416        80
15:55:01       456644   1576340     77.54     79812    984800   2698036    132.71    420604    996680        60
16:05:01       456616   1576368     77.54     79928    985036   2696972    132.66    420716    996504        68
16:15:01       456596   1576388     77.54     80076    985160   2695548    132.59    420864    996160        56
16:25:01       456032   1576952     77.57     80216    985280   2695548    132.59    421004    996308        44
16:35:01       456232   1576752     77.56     80356    985392   2694304    132.53    421144    995660        44
16:45:01       454644   1578340     77.64     80468    985504   2695804    132.60    421256    996584        64
16:55:01       452496   1580488     77.74     80604    985608   2698292    132.73    421396    997512        60
17:05:01       453500   1579484     77.69     80712    985728   2695804    132.60    421500    996820        44
17:15:01       452644   1580340     77.73     80832    985836   2704000    133.01    421676    996884        44
17:25:01       452136   1580848     77.76     80904    985956   2704000    133.01    421748    997008        40
17:35:01       451304   1581680     77.80     81092    986068   2704000    133.01    422008    997020        48
17:45:01       449912   1583072     77.87     81224    986296   2705424    133.08    422148    997700        64
17:55:01       449348   1583636     77.90     81348    986560   2705424    133.08    422268    997992        72
18:05:01       447452   1585532     77.99     81476    986824   2706488    133.13    422524    998632        68
18:15:01       449316   1583668     77.90     81576    987012   2702756    132.95    422616    997172        56
18:25:01       447656   1585328     77.98     81692    987120   2704000    133.01    422736    997992        52
18:35:02       446872   1586112     78.02     81788    987228   2704000    133.01    422836    998108         4
18:45:01       446300   1586684     78.05     81876    987340   2704000    133.01    422924    998264        40
18:55:01       441980   1591004     78.26     81992    987460   2710024    133.30    423104   1002352        44
19:05:01       444952   1588032     78.11     82076    987572   2705408    133.08    423188    998420        40
19:15:01       443640   1589344     78.18     82248    987688   2704164    133.01    423356    999600        40
19:25:01       441744   1591240     78.27     82324    987804   2705408    133.08    423436   1000492        44
19:35:01       439572   1593412     78.38     82428    987916   2708308    133.22    423544   1001948        52
19:45:01       441648   1591336     78.28     82504    988180   2704164    133.01    423612   1000128        52
19:55:01       440036   1592948     78.36     82604    988292   2705408    133.08    423716   1000960        56
20:05:01       439188   1593796     78.40     82720    988424   2705408    133.08    423832   1001144        64
20:15:01       438404   1594580     78.44     82816    988560   2705408    133.08    423928   1001244        76
20:25:01       437808   1595176     78.46     82916    988676   2705408    133.08    424028   1001372        40
20:35:01       438308   1594676     78.44     82980    988792   2704164    133.01    424084   1000736        48
20:45:01       436688   1596296     78.52     83064    988896   2705408    133.08    424176   1001644        44
20:55:01       435116   1597868     78.60     83156    989016   2707064    133.16    424268   1002312        72
21:05:01       436608   1596376     78.52     83220    989120   2704164    133.01    424328   1001128        44
21:15:01       434776   1598208     78.61     83308    989244   2705408    133.08    424420   1001968        16
21:25:01       435236   1597748     78.59     83404    989340   2704164    133.01    424508   1001344        40
21:35:01       433624   1599360     78.67     83464    989448   2705408    133.08    424640   1002136         8
21:45:01       433920   1599064     78.66     83520    989568   2704164    133.01    424692   1001492        60
21:55:01       432528   1600456     78.72     83592    989668   2705408    133.08    424772   1002368        52
22:05:01       433068   1599916     78.70     83660    989780   2704164    133.01    424832   1001708        12
22:15:01       431180   1601804     78.79     83716    989880   2705408    133.08    424892   1002612        48
22:25:01       430828   1602156     78.81     83784    989988   2705408    133.08    424960   1002692        44
22:35:01       430012   1602972     78.85     83856    990096   2705408    133.08    425032   1002796        48
22:45:01       430520   1602464     78.82     83912    990204   2704164    133.01    425084   1002152        44
22:55:01       429956   1603028     78.85     83980    990316   2704164    133.01    425152   1002268        68
23:05:01       428344   1604640     78.93     84056    990424   2705408    133.08    425224   1003192        52
23:15:01       428828   1604156     78.91     84164    990544   2704164    133.01    425352   1002496        52
23:25:01       427980   1605004     78.95     84224    990644   2704164    133.01    425412   1002652        48
23:35:01       427448   1605536     78.97     84292    990752   2704164    133.01    425480   1002768        36
23:45:01       425796   1607188     79.06     84344    990856   2705408    133.08    425536   1003596        40
23:55:01       426256   1606728     79.03     84412    990984   2704164    133.01    425600   1003016        60
23:59:01       425980   1607004     79.05     84448    991040   2704164    133.01    425636   1003076        68
00:00:01       425628   1607356     79.06     84452    991056   2704164    133.01    425652   1003112        52
Average:       540192   1492792     73.43     73431    921685   2678425    131.75    396625    949186        49
